filename,label
task1/UQeUxSshjkQ3yyT1.png,r
task1/JVMUPo7J9onwEQCK.png,i
task1/v79z1qtg5kqVp6yE.png,1
task1/61G52VodglVX6I4o.png,b
task1/7U1Z7ZhWDI8xbVlL.png,n
task1/ONoIDVzlSlbrLDHN.png,P
task1/62dmXfEG27a8A70a.png,m
task1/xAeH5uAuDnFLt7a0.png,l
task1/BxoPUiYtlh86HwRK.png,2
task1/sJ9WHSKtn7pvIDfW.png,G
task1/76Fb3uV9nSQKxOgk.png,B
task1/m4YnN4nQXgRrI6oT.png,Z
task1/W8TySvLJtVKRyyWm.png,J
task1/qSmCnEqk2ieAMxPA.png,h
task1/OciacI6uHasNZbiJ.png,h
task1/9cPMyGqMNSDYJMB3.png,Z
task1/KAPwKdMcVvEopIkA.png,4
task1/VT8quihZsLWMFjow.png,L
task1/HWEWvB9gBC47DIjb.png,B
task1/DWs37wBKZEeI2d2b.png,6
task1/tPjiyFrrPAK4bQQi.png,o
task1/XZjjV9XiDFNmQtyw.png,F
task1/ii7hYxIMl10jw1mF.png,9
task1/44mzjQx9DmxBNflV.png,q
task1/86ZfAZd6Nm31UXoo.png,Q
task1/lp5b6WivGI7qqxYs.png,h
task1/M4NbwdscHj0exRaB.png,f
task1/neGKotWzHI29UGVF.png,4
task1/gg6BiR5BygfTk9oE.png,M
task1/8M4rQDbJ0DgJ5CUw.png,W
task1/BwSqSg8QyGfFt25l.png,X
task1/xUuBKQIqKtt9CZkq.png,2
task1/P0GaaKV8hZhbGDAy.png,5
task1/3tt4uqxnt7JvfuaM.png,C
task1/66RG6cSjYuvhCg07.png,A
task1/eEVsF3p5qFfEKB1X.png,j
task1/GOogDRqbwkdK1r0m.png,7
task1/erjJ6VkFMgDMMtux.png,b
task1/tq6YqSD9YgbxS8dN.png,9
task1/fqAUR3BKuyL5tx3Z.png,B
task1/matAi0GK9oDSReOu.png,E
task1/dSrIGI8qK1WrInDg.png,9
task1/rL8tuGowQdr3T8ti.png,4
task1/zt0CmGwGNqDjAQlx.png,q
task1/PG3F66tcSLraeUEz.png,E
task1/aYc2azKxSKSmMlEL.png,m
task1/MwuwKWDefTrmPzac.png,W
task1/EEuZk7EyTHcVua32.png,d
task1/20UQmaft3KJa0JM5.png,E
task1/3RgFZSxXjGVBc7sh.png,3
task1/ylXFy5TUrtoxb2ov.png,U
task1/dEIEoBOVu8WTRkUX.png,X
task1/cY7wEzNOtG1XJSe7.png,q
task1/lWWaIa712cTp8rRb.png,R
task1/q6HIOL4vZi1sRk8k.png,f
task1/pzBpTYDfNimvtl2R.png,2
task1/c7GnGG8Pw1LgXApp.png,2
task1/7u7HYPpe3Wjonh73.png,Q
task1/sGoGSqDLLP868urX.png,X
task1/EQshpRQHVVXtkB55.png,u
task1/qqleIssAliFhz58I.png,Z
task1/QZYg9dbS5G0K7Pox.png,U
task1/yrOrpLG8M7FGfPec.png,N
task1/LxlvCTN8P9RPSK3O.png,z
task1/GS64gOvOBdoisuNq.png,3
task1/OqAt80tNhaYqKowi.png,F
task1/xonly6bYURmNw5wo.png,o
task1/teOQMhBcnf7xO0mv.png,7
task1/gXb4I8nnMD8wp8Is.png,N
task1/lq866sDHisk2OvBj.png,Q
task1/i2Dckkf2Op4AOlts.png,0
task1/Vs1DAipOcVH8wJME.png,y
task1/gvghjoU7LTO8xXRx.png,g
task1/yibcWBvUpzQ8WENB.png,p
task1/dTghVpgODKDJ4EgI.png,x
task1/IicXIOh9cge6s0iv.png,4
task1/Xvv5XD9PzESzTo3L.png,F
task1/kuhQHmFhiag3eGOf.png,N
task1/dljc8eyZOLoska1G.png,C
task1/8PsTJ4Iv2tRvRZf0.png,c
task1/cP3nO20Jx4v04bmd.png,D
task1/SZ6gfTjxLmW72nXs.png,J
task1/d4a4xOUxygZpnpe2.png,r
task1/7ZPHx4vbvSnxWxit.png,C
task1/4Xj228qGXOOPSs0V.png,h
task1/5gCSMGpqUgBzk20l.png,8
task1/7eW0hDg5J0wO35lV.png,s
task1/XyVHLtObWlW4Y0ac.png,Y
task1/UKPdeZiRDFSBcuDO.png,G
task1/OzdPlqM3Ancb1x9I.png,E
task1/epiSLDRa7fOsfG2s.png,4
task1/S8oCND3IR2BnGIKO.png,D
task1/G5aSS5tkzgOXXHk9.png,p
task1/uYQBq1bBJRyJ4jK3.png,E
task1/gKg2lgUXoDfOikw8.png,J
task1/3eNRENv9wNBHlQtg.png,f
task1/t9YStNl1Ju1JcK85.png,L
task1/9J5cNvCSFPFmHC9O.png,X
task1/uPRtt7E1UZ9S7KpU.png,e
task1/c994oZVGglIwAluf.png,A
task1/BEs7sjKpLWy67Vzd.png,8
task1/2FkcSesS4Cy07jKf.png,3
task1/oz0uaX0aXC6V1oDf.png,S
task1/JH1dD9DeXtTFpIiN.png,v
task1/loBIp7bJ0We0tdXE.png,3
task1/78h9qJtQxuhlkGPO.png,V
task1/5Q8rD3erGcXpfUCT.png,K
task1/YkNVh9vOTNZEyRup.png,Y
task1/4m5vhLmKgJRldtR1.png,g
task1/J3c12ajTMyvBPRKH.png,a
task1/ebp6J9OICsBUBfjY.png,N
task1/jaAAr4IRItFYtnc3.png,Q
task1/3uDFT0DiEVFKIkoI.png,T
task1/cJWgcHDLJYswaZ7C.png,9
task1/Wponzag0Bs77jppn.png,F
task1/mlDxqfxixlWk50Ni.png,n
task1/ogE385NR2RWrvRpz.png,n
task1/kdBmmFLb3tjcHbD0.png,T
task1/tjWAjxLFXosSrwy3.png,b
task1/F5JNLVf8WfzDorhI.png,7
task1/2ix7AwWwWT3yiZrK.png,M
task1/EnkBJz5hJntpiRFs.png,I
task1/KJAJFENE2DGD2VPP.png,D
task1/0hJdxTwEs4x3fMhx.png,k
task1/0uV98xdsfZqqnOHH.png,l
task1/1ATt6nKx8oO5g43x.png,W
task1/YNzQLVrzG2jubJr2.png,N
task1/O0mG4afOkU2UayEC.png,y
task1/TiH4Htlz2ILJcxEn.png,B
task1/4BgvDuJJLAhfbF8e.png,R
task1/bWi4mQSYSk9V8dUZ.png,1
task1/kvw8jWjCYv3DgBYW.png,f
task1/3ihtnJBOEzAh6laT.png,9
task1/MHvviJOc0ss2u7kW.png,A
task1/siCaOQ5gnhNDl5dE.png,x
task1/PTaxNqxghpmSj6YC.png,R
task1/ud7vtQRTX8JHHoX2.png,Y
task1/JiXJwDIf4oglpBQw.png,q
task1/loiDxbBCMR227ir8.png,y
task1/mf18R3NdwhtJb8eW.png,A
task1/jMRKlr1Mnnilfkto.png,h
task1/FoVF0z9pfvF9A09M.png,0
task1/LsmavswYWhKm9H3u.png,b
task1/7Vts4SrCaWA0na9G.png,W
task1/gJMEfbL8UF21p1vP.png,P
task1/01AJuSTVpsv0KV1e.png,K
task1/NniyqpYWcybNv88T.png,Q
task1/4RJhrA7cWeOKNtKQ.png,7
task1/XOPczIBHvevbKE8o.png,u
task1/KrsjVz1a3O4KQEuG.png,H
task1/YzJIbAOH29vGULPh.png,7
task1/fyp3VDv5FY0K9b6t.png,3
task1/ivTfN6hxE1Qn2s0K.png,b
task1/W117BPufGrssHSIl.png,R
task1/iaQD9Urh2W3hqCvE.png,r
task1/C6QpeQ26ph9Cp9ku.png,O
task1/LCOWPzSaOBfIgYXl.png,w
task1/x4LD51nBqzX0UH2m.png,n
task1/lWL5Bgsojema9BKC.png,K
task1/A3Fvzgla1JUyayp5.png,f
task1/h47G0adGj9KhXD3C.png,L
task1/IcESGz4kicK32tjw.png,I
task1/HSgZg72Tum3Zs87q.png,e
task1/WJubmkSFRk2cUx1G.png,v
task1/87Z6lZEts8myeid2.png,F
task1/RMPuyZKIGvAPRtfR.png,D
task1/35LCbMFg3t2EFUzG.png,r
task1/mdgKCc9xFZ399ZFQ.png,H
task1/Wcp8R2fFPUkey29p.png,F
task1/YYQ1PsfQcALAYCcA.png,w
task1/uTTVwWOAjmRzQ2Nw.png,c
task1/whZ35Y0Ehfd2WoBX.png,e
task1/YWTmMOLBRpdQi1ag.png,f
task1/icJQi9zQKdmJeDHt.png,1
task1/1dP74UXzaFGXUi1V.png,M
task1/Z0kgjOAk4CxAZNqZ.png,6
task1/tkpUuUqut5aOuUMN.png,i
task1/zUQatYHIEFMNgpsb.png,Z
task1/2addf7jqkNZYLWLZ.png,S
task1/g87mMicFmyfGcn07.png,Q
task1/ybgucUWdQXY5uEb7.png,I
task1/mwsDaydNnp7PmDQu.png,h
task1/tkuarMnWcaAUp57r.png,8
task1/CDzZDLeUopWM5liu.png,j
task1/772Hy4rCFSd57bn0.png,m
task1/jcaxeDIF2DW2J6fb.png,k
task1/XfjyhJu18I92qLPf.png,T
task1/6xtBQC48uuSz3qtQ.png,t
task1/hgFWD7XnCaV9Hjk1.png,n
task1/O3HNOlffduWGf172.png,p
task1/yGcMSdMCWzHEgaiX.png,W
task1/UtgMo2h7vnhBSPFT.png,U
task1/gl4SnIIZN3LCDAN6.png,F
task1/OKFoVdO8W6vuph4B.png,6
task1/pjZshuy7NFpqRWwv.png,j
task1/6spyxFeZABVcIbMg.png,y
task1/5yzrCrmOF1yfb8zo.png,0
task1/dmqOemq4D5shS57m.png,9
task1/rifYD1wSgL8LNo8h.png,3
task1/JXt0sgndJTxJ4LRv.png,u
task1/ejwJMQvM8p3MxDdc.png,v
task1/LopOUnyUucJHzm7K.png,t
task1/DcEVEXv7re49rL9n.png,f
task1/tyeUMEUMNOtB1tD5.png,I
task1/09695v5om9vf9DU4.png,a
task1/l9ArviyY40yGfRZF.png,F
task1/5hI890LNtY4F565x.png,z
task1/voqWHxSgbvUDzG50.png,s
task1/sgOpqMy26TzuIunY.png,O
task1/0EFylVjLytm5W8o0.png,9
task1/na8inbCiAf2xB3W0.png,m
task1/K5ej8HZeMV4vmJww.png,L
task1/CrtYzwIbBpppsd9T.png,i
task1/wFlBdpwWmb2pUBgG.png,6
task1/jHrczT8G93IHGpwO.png,O
task1/S5onEQfuSFKokv8A.png,N
task1/2YozvTCivoiNRHFU.png,2
task1/prLgzxM6rT2NEFef.png,k
task1/HVJzmgUU20bsqhVj.png,o
task1/fAixhXUEZfNWsrep.png,K
task1/ttIzGiHj1zLpHWmk.png,k
task1/WU62Ik0DFQlMBTP2.png,4
task1/k0RLqqWBzM8mVPg1.png,u
task1/A1JjF5LJZZpUHXEm.png,v
task1/f3d8ejfEzpAAae5b.png,4
task1/denYscckWNnQek8i.png,H
task1/cY0JXwpdz1IxamnK.png,q
task1/p5eCzbQ0FOSFHnIp.png,Q
task1/HQMDBBNNZi1Bx0ab.png,v
task1/tUIUW9rtuIw0ljrd.png,g
task1/NK3WzOmTLbnresGb.png,z
task1/UhzOBgn5BuuWuZRz.png,M
task1/aODoOPdK8tJodYu0.png,f
task1/NdqNkcYbgYvg6jX7.png,m
task1/Wa7JqPJq6CRlLVbG.png,E
task1/xIdSloMe7uuuGl24.png,8
task1/Dt6betuMqaXlHgqQ.png,N
task1/V7uKzypeED5moJ4z.png,V
task1/OIWi7vt7aIrKvZAs.png,j
task1/ztUamGuJtcJm2I2E.png,K
task1/WEsHKULT3nWiPqAa.png,o
task1/ovFQkOpVfbdlg5wd.png,u
task1/e6Mc2fzB9FNzzG0E.png,W
task1/rYw9KCuLzRclHMS5.png,e
task1/ZvvTLRBQd802t8o5.png,Z
task1/Mm59E0wyA4f9Z4i0.png,f
task1/cCHpcHCg0E6JvKPP.png,3
task1/oNAt86KFtQ8FcWGm.png,d
task1/5Uiy9bW90P2CsgM3.png,a
task1/aQX8tOGu5ma8Acqk.png,w
task1/71fCglkbn5kwMK65.png,k
task1/QP7A9JgQqGWGbpBk.png,A
task1/05hb8bZXNPM6XTqR.png,M
task1/EYaP8gpgHfJx1YCz.png,w
task1/ldRirX6O9YNiUaOc.png,J
task1/WOhvZoPNiosUddzp.png,e
task1/NNB2EGTk5idRnSM4.png,H
task1/S9U8nBG7ZDyUGBzr.png,x
task1/k8RsOh3tSbqjL2tP.png,1
task1/9YSJUp1DHvMYHEP9.png,B
task1/S8DWEMHzx7a4KZMa.png,5
task1/L8DmBS15cbP34z91.png,0
task1/DNp6m18oKJrKPvAM.png,L
task1/ho9CeepK03kZKpAE.png,K
task1/Alkp0qTicBipXMiM.png,E
task1/X1lDuTnvJbtICAZ6.png,2
task1/MVVMKpgafX0t1B7B.png,B
task1/JoaBH5BgwO2FuvBP.png,T
task1/qgS3wiHWCrNzXivC.png,W
task1/zo5wY2fK0TtVi82u.png,j
task1/sVgp54Q6nmZjfHOP.png,4
task1/MXlHLqnNZeCojlx0.png,Y
task1/bpxl2crVJCTLat24.png,X
task1/UwVPm59iWsBNw0T1.png,i
task1/ljpNbXvQjZezmvlS.png,N
task1/pX7pfijKCQEMEThh.png,k
task1/0xLzi9q2NXa7kUaA.png,U
task1/NhuRT3AJznNI9Xzm.png,J
task1/WIIymB3VIP4cMziv.png,w
task1/PF7lwvMODrYasaUP.png,T
task1/qStcZiQv51bI3mvw.png,Q
task1/TchfIiqH6AwmIsk3.png,F
task1/t0FzZdNdFoIp0RIc.png,M
task1/b0z1E0rWHkIIoFVX.png,S
task1/CO0LU1kHunWZD8IY.png,5
task1/1OaHkkurnlzsceD1.png,1
task1/Nh3zLG5FgzsfZGZM.png,t
task1/lLusHf1gRuhnKH4C.png,W
task1/K0vweGVsfoSyklcA.png,A
task1/nA3in6L6Jq0Z4YOg.png,0
task1/ddf6XXlYVRzeL1Aq.png,7
task1/EjjrygxcKasl2gp5.png,9
task1/4r1ruK91KnSGSUNh.png,F
task1/yB84SoF6EuKBanig.png,h
task1/3edUzSMBcArUKxri.png,d
task1/7kiRiY8JefMFM9dz.png,U
task1/uQhQ4A2vsRysFxxQ.png,u
task1/YPAmrgzVYBF66xid.png,w
task1/QCb5YKfWViGNaxNN.png,I
task1/dEMgq2xHqFR9pX71.png,L
task1/1yWjGdNzponElIUQ.png,F
task1/ppcvH5MPSvdg2hkn.png,o
task1/kiWDAHcdLn35du0c.png,B
task1/V88UiIEnLH26Pi6L.png,6
task1/xjSOs1mzPpconBtR.png,8
task1/HrNbGRTXvk1QUgvl.png,i
task1/cZ3PeUylMjHQq7o1.png,B
task1/URwgo3cKMd2KfW8U.png,J
task1/qaIb7r9pPziSk78d.png,3
task1/2MKxb8b2seM1aKDT.png,7
task1/PMGayK0trrKUy2l1.png,L
task1/5Zllh1ETZnVHabah.png,0
task1/rkVSZKfBWval2ToN.png,3
task1/CqmIngy2dZzwKkEl.png,Y
task1/NaTw2avYoB1h04pf.png,W
task1/R1rMYUeI4rPy38c1.png,E
task1/ZReho6YFrlCaF2VT.png,Q
task1/yBN29pBuPIu9ZoVM.png,C
task1/BMA0COGYiwwTRdYs.png,j
task1/KgbozZkPya9SCzi3.png,k
task1/IgJL8mpbZHorTIEn.png,n
task1/xrnFo3R3RAowGdDC.png,C
task1/sGJK43hSfsZ4hEQB.png,C
task1/PcublIdM2PMGQyKm.png,I
task1/WNhuMMKcaF1yWSe6.png,T
task1/5lrb6ZnIdP1uxJDJ.png,8
task1/ToZKtX0fg7EGxaKD.png,9
task1/aEW4Bzo9lBJ5cyl5.png,v
task1/ShuGNHvv6eX2yKIm.png,9
task1/ZeL2V1EYvihWBLZk.png,C
task1/fLzSN4WzJbbGHeX9.png,M
task1/aC8drnzJmEqZVlXt.png,h
task1/l1Kd8R3oB8clpQA6.png,5
task1/JjGAsG0iVP5MXGXG.png,j
task1/5WejOQZu8kVPnSvu.png,g
task1/A8eEUZ4xWh4YkKxi.png,q
task1/23457Kzo81UCWIiU.png,N
task1/QvyftczqrbxigwoA.png,F
task1/hNqQH9BeB54Pfngm.png,T
task1/dS2FLhqmX1atAuo8.png,F
task1/FYRaxE2pLS30ZGDk.png,q
task1/fGPMPr8x3aUyMvKJ.png,x
task1/d98BoCM5CeSsfhnH.png,h
task1/ryML75dNzCZyQe9q.png,m
task1/bOtGusnbnNU7hsvY.png,s
task1/2D0WoSYWAcGWEGnH.png,v
task1/Ms6gYVgv06lNeoEJ.png,A
task1/I8mqb2l6nwFvlvMa.png,6
task1/YAzRwsOMFps8l1oU.png,R
task1/Cps6kMNJmhr4bQIz.png,2
task1/TVqeOVvZz0i1rGpS.png,k
task1/Ijz2M2Fi18LxhfbP.png,y
task1/cOKIe9gUljrqVbSa.png,V
task1/dVwwNpfqTJ27Eim0.png,x
task1/LvnesZgZQ8CGJxLk.png,3
task1/sQBobUIXna0beiz2.png,p
task1/IFsH1xjNjSlBXmVI.png,x
task1/FREVHLY63CBlU93X.png,y
task1/IEjx0tIOQNdw0JqP.png,1
task1/vvVisaLOlUzDQOmS.png,q
task1/NRC2ekzlz0YvYr5L.png,M
task1/mutMRrGAakS8g2qx.png,6
task1/xpUyAY7zfLxadQfu.png,Y
task1/M7NcvC2gVPfBbmvZ.png,I
task1/8AQk1NBD9rJdApNC.png,o
task1/6rLBkSOmRSotKHKW.png,G
task1/Y51QgVAtfryH5HFC.png,K
task1/OMytSBQjvo39mDEk.png,Y
task1/mfimHpJqqELlzVkx.png,f
task1/wr92LfgtK8WJSRJS.png,s
task1/EAmoCzM8LdqJAoyl.png,r
task1/7Htb7FOR9CdYC8aq.png,a
task1/Ry94TnY04HQa0Cae.png,h
task1/mpq4LT4JGTPHg6V2.png,i
task1/hLeYGlkkEVayYH24.png,P
task1/gfNDCS0UOyeqUIpl.png,B
task1/OvB9S7eFcBmo8ZVt.png,z
task1/lb0boJjZpvkdPCpl.png,H
task1/e1JgTHxVW67nHVim.png,u
task1/OOEHZz7F8Z07w7wR.png,N
task1/bDRo62m7bXmhWCjc.png,1
task1/FhtILWLUOba6dAtu.png,j
task1/4HZpFHw0YERju87m.png,r
