filename,label
task1/72JbNbhgqUVSfJfi.png,G
task1/UWuuWgCJmRs7Vdb7.png,V
task1/Rxsptz20dXSyI4go.png,r
task1/QXwzq2awgpfqR68U.png,u
task1/4S8Qai25y8Yq0heM.png,d
task1/rpSY1ET4I0zF2ZT0.png,8
task1/IcgXK3ujPsRQJN4r.png,q
task1/bbebzPMRIkuqmX6D.png,G
task1/FLYVVS1MnmW9Fs6L.png,t
task1/yyBUIA47Tk6IOVuM.png,F
task1/fIgoepE5UPa3QsV8.png,A
task1/WkrgWGx31Pc8Pd0g.png,d
task1/GlEteuKqtGuqeYT0.png,H
task1/AYE4ZPuc5Pyea0Fg.png,Z
task1/qvBSKfilsXpv7Yjz.png,9
task1/iUhtX9Y9F0mpgsIg.png,G
task1/dCAXfbptOdI8DJfN.png,6
task1/Oc0TtkRBQmX5qbHH.png,l
task1/znCSYU91j9tUEI5t.png,2
task1/1rU4MRzLGOoXRaw2.png,8
task1/caOtrPPDc6IKZjsD.png,n
task1/M02WghA8XjcUFTFO.png,c
task1/BeGGegLBwrJNePLS.png,j
task1/qB0yna3taXaL3hKs.png,R
task1/IAipDeeHQo3hoeq1.png,l
task1/WeYQWGGbXfpjJEVR.png,J
task1/vjwZszcYmXHGukvR.png,T
task1/xgpRQxJjo9CE9lpu.png,7
task1/Gy0MyIzoRMatJu8k.png,k
task1/eBTtopWrZtXTblGO.png,r
task1/W2dMRv0d9FCxTuD8.png,6
task1/uXw7AHmNFxkkobw4.png,1
task1/chxMbTdygYb2Qw3w.png,Y
task1/GvrodSDQWzZl77tG.png,7
task1/lWj207m0f2a2iN2N.png,s
task1/0J6iW8QTiYSWzB9B.png,B
task1/EgXmP4mLkihmnIhE.png,d
task1/aaayoy1oWzqeVUbu.png,s
task1/Xb6SLJFjYMaU8oOY.png,J
task1/KgEbbVBsoy0qa1ox.png,x
task1/b6tr9kRwbT1PzkZh.png,v
task1/VjUN4m4ucenkGvvl.png,s
task1/4psh88vRLlA00DpH.png,9
task1/RGKrpUfsphXFx0mk.png,R
task1/FstWHS8Q7FjB3NwD.png,5
task1/WJf6N2pqq9Ga06Wh.png,z
task1/Plqkee2JJ4dAveoI.png,h
task1/QjO0Q4xd8buQFg5o.png,C
task1/fussG4Uau83ZCsK5.png,o
task1/bP4r5CoDVIpdEQ7h.png,I
task1/EhBzWSiRnbo32r0h.png,e
task1/BgeMV8g59XJD8Ouf.png,1
task1/Fo2Hldb7YWteppo3.png,G
task1/TsyK6zjMmVHZSKSS.png,R
task1/hOVkW3scUDSIOIZF.png,J
task1/TTI179ZlJoJAhVt7.png,7
task1/Z6HkHAHcj3M1uMnF.png,S
task1/1KiLYnf6Vf8faS8c.png,V
task1/uHX5akchL3PYQiip.png,5
task1/352145GzkrEtbTaR.png,e
task1/dQFkex9zMFvkoQyS.png,M
task1/LjMXHA4yHTLMJ1Zz.png,Q
task1/fAafJfuUnbgaugFm.png,O
task1/N9U5akpkmBVheKBL.png,b
task1/JFCG7PDcA8DJpcoQ.png,l
task1/UMfoQ2ARXyJZjB3G.png,8
task1/NJWo8XhUkbhnumx5.png,O
task1/d4dtQhWYJMFfYbyh.png,P
task1/sOJ13CIr6I6vaA2Z.png,R
task1/74UrbJ37nbbSFjWE.png,h
task1/YZ14t9sLLDyWKrfK.png,a
task1/TE9woA02aEh7BNRK.png,e
task1/F6veZNDmfA7rYBRh.png,l
task1/AmYlVkg1tvh8f5Cq.png,T
task1/RdwbRr1SFhaHfI8b.png,Q
task1/m9ijZSXMb8KSi8y1.png,g
task1/0F9F7ZcdIDTnMImV.png,L
task1/BjDQlWUhATUCJVr8.png,C
task1/6GAkzkxHuMS3ej5Q.png,z
task1/cj1NtBZ5KD8LUJLD.png,s
task1/ujjk1Cymrg1L4p5C.png,j
task1/pVoHc2idXjkYyATn.png,M
task1/kA6Tz0WwH8XGB3lS.png,l
task1/drLTGQSKdiJE4wgS.png,n
task1/u6mjo8VwQXypjhJd.png,X
task1/eRtl1Im5GShxMjUY.png,G
task1/VYm6MrX7nQFtlLXA.png,W
task1/0WgUFIXkgAxbqTYB.png,6
task1/Z0Ll4T4e1Jfcuws5.png,G
task1/NASc7jg3kerRzfCl.png,v
task1/TcAKWGv8xTH0ykQP.png,e
task1/4p6VLAUimfkcIBf7.png,L
task1/gMjiPcdVG9OCQaYN.png,S
task1/M66Z9m0YBUtNvne9.png,o
task1/b6H7O60wUsGToGw8.png,V
task1/yrpoHRkfo85tFCyn.png,N
task1/CtBj5AWQ3IW4WH53.png,v
task1/jJeMrsLvxfWF4cxG.png,P
task1/juukZdb4j33NEhfT.png,i
task1/Zhgq7XBiFb5NjKNy.png,2
task1/yXwHgJfeZLLcuBnV.png,s
task1/oGfRaizYKCGt2yaM.png,H
task1/KSqds3w7yxWFLn5D.png,B
task1/cH915Bbt6hxMmclE.png,a
task1/KmASNansVC9boIRa.png,T
task1/ebLLanyDJL448PBG.png,L
task1/c6I2DdcCQ4LqBamH.png,v
task1/KXRBibQGb1i3rdGt.png,r
task1/OGNWVCUTvNaPBQ9K.png,Q
task1/NZ4AAdv0ItFyPdAP.png,x
task1/DqWs0YT1qf0sUo0w.png,R
task1/G4RzS9gdQfDfwdIr.png,M
task1/nGWo0KzTikKBpLmy.png,Q
task1/50NJIw3VESIpu4N6.png,M
task1/00Hmj4szDc3YLT5G.png,L
task1/WEXysrr7ZKudkPEv.png,s
task1/YW0AwZ3omkEh3ofZ.png,9
task1/gnFpr4ifkGvpCTdJ.png,L
task1/ADngvVYjc1D6qcRb.png,L
task1/NWCfOtY9WqhnC3Iq.png,h
task1/ojs94UNI4IQob9rC.png,D
task1/etzNaDYf7QW3pJFa.png,f
task1/e47mVcpuIjIhyFtK.png,o
task1/NhmauGjRFbnVeUVt.png,L
task1/CO36pxjfQ72J0Q9G.png,s
task1/XdLPunMIxTybfVqk.png,B
task1/9K8D4elkNsHiBPRg.png,U
task1/SNn1h7zpc4AEr7vp.png,M
task1/wRrSiLYypsxUW2YP.png,f
task1/g81Y0RRdqPNkj6dF.png,Y
task1/utkziyTVuQKdbIDF.png,G
task1/ssXsccjK67Dgj3VT.png,T
task1/3mSSzXRLjRNezMTv.png,G
task1/Rm2Z9EeoEfpFLdaU.png,8
task1/Stc9cwSZ5JjuOboj.png,U
task1/8gX809QO5UESLjm8.png,P
task1/BgHLCeNg0VlFIoBa.png,A
task1/Y9tS2b6gnCuJr0Nf.png,E
task1/oijrAeMZwi4tqkBT.png,q
task1/EudXaSFzYpbG9JVD.png,L
task1/oo13TotwwVs9DmHO.png,f
task1/ZADsmcBIW6md9gQ8.png,i
task1/GQLtxWVakOJF3vrR.png,X
task1/k0NJ2n1DbKSz6gWM.png,s
task1/RmtAIByrAAQOSgUR.png,K
task1/lQg7HzhRZOLxPtvK.png,k
task1/3N4WAXFg9h7Z2QS3.png,3
task1/JOJflvxLUXYgJndM.png,T
task1/uFzDnxp0lrD37alh.png,7
task1/exIIxVpdEJaKzlNT.png,M
task1/5kYuQfVXPRMNjmPH.png,U
task1/qbwfzNhhkJFF08zr.png,x
task1/jGI3jiwO4r9i4lZy.png,D
task1/ty3vKUHETkBkzprD.png,8
task1/qJLsCz0sT4n4iWFI.png,e
task1/VgVBtiTGJxDJHgxb.png,E
task1/k2Bg6IkZ4ObJKV6E.png,y
